text,candidate,source,channel
Congratulations cha 😍😍😍,goma tamang,yt:Goma Tamang,comment
"Hehe yo 2 janai milera samaj ma euta naya chalan dekhaunu khojeko ra yo samaj lai aankhama xharo haliraxha jasto lago hou malai ta , yo sabai bakwase ho ,",goma tamang,yt:Goma Tamang,comment
सरिन त 90% पुरुष रहेछ,goma tamang,yt:Goma Tamang,comment
Plz malai uha ko number dinuna 🙏🙏🙏🙏🙏😭😭😭😭😭😭😭,goma tamang,yt:Goma Tamang,comment
"ओहो इन्टरकास्ट म्यारिजपो रहेछ। अब बच्चाले यी बाउको बहिनीलाई वा दिदीलाई बडा बा, काका भन्ने कि सानिमा, वा फूपू भन्ने हो भन्नेमा साइनो कम्लिकेटेड हुने भएछ।",goma tamang,yt:Goma Tamang,comment
yo jori sadhai yasarinai khushi sanga baseko hernu paaum love you,goma tamang,yt:Goma Tamang,comment
"सधै,खुसि,रनु,कहिले,नछुटनु,सधै,मिलेकाे,सुन,देखन,पाउ,,",goma tamang,yt:Goma Tamang,comment
Kavre dhulikhel ho sister,goma tamang,yt:Goma Tamang,comment
"Hoina yo didi bainiharulai bahula kukurle tokera pagalvako ta hoina , malai ta saram po lagxa ho .ysto pani k garnu laj mardo .desma xoramanxe paiyna ki k ho.",goma tamang,yt:Goma Tamang,comment
Aafno jindagi jasari ni jiuda huncha but 2 wata nani ani arkiko 1 wata nani vakohuda chora chori ko ijjat ko ni care garnuparnay ho,goma tamang,yt:Goma Tamang,comment
2jana sagai basni dau 2janaibacha ko mau,goma tamang,yt:Goma Tamang,comment
यो केहो यो नारी हरु को कस्तो बिक्रिती सबै महिला हरुको मन्मा ठेस पुगेको छ तिमी हरु को छोरा छोरी लाई टकलित ठेस कत्ती पुगे को होला किन नसोचेको,goma tamang,yt:Goma Tamang,comment
सुखद दाम्पत्य जीवनको शुभ कामना दुवैआमाहरुलाई l,goma tamang,yt:Goma Tamang,comment
हैन एउटा चित्त नबुझेको कुरा! यो समलिङ्गीहरुको यौन चाहाना चाहिँ हुन्छ कि हुँदैन होला? यदि हुन्छ भने कसरी प्यास मेटाउछन् होला?????,goma tamang,yt:Goma Tamang,comment
काम कुरो चै कसरी गर्नु हुन्छ हो,goma tamang,yt:Goma Tamang,comment
दुईको  बिचमा बस्न मन छ,goma tamang,yt:Goma Tamang,comment
केका हाेकि केकि हाेनि,goma tamang,yt:Goma Tamang,comment
Budheskalma naati bachha haru khelayera basnu xadera k ko natak  dekhako hola  haittt aanek huna thalyo  hamro des ma  nautanki haru,goma tamang,yt:Goma Tamang,comment
sareen bainile siudoma sindur pani rangai dinu vayako vayata jhanai ramro hune thiyo ? naya shckar naya jodee lai badhai xa ? vabisyeko suva kamana ?,goma tamang,yt:Goma Tamang,comment
कति दिन लाई हो यो नाटक,goma tamang,yt:Goma Tamang,comment
Congratulations ❤️,goma tamang,yt:Goma Tamang,comment
"Two girls getting married to each other, what a weird it sounds 🤪😶",goma tamang,yt:Goma Tamang,comment
Malae sodna man lageko kura k vane  tapai haruko shree maan le dhoka diyako vayar ho yo gareko,goma tamang,yt:Goma Tamang,comment
Congratulations 🎊🎈🍾,goma tamang,yt:Goma Tamang,comment
Bachnu parxa j pani dekhna paenxa,goma tamang,yt:Goma Tamang,comment
Ssrm xaina alle,goma tamang,yt:Goma Tamang,comment
के भनौं र खोइ?,goma tamang,yt:Goma Tamang,comment
Congratulations both of u ✅💕❤️😘❤️😘💕,goma tamang,yt:Goma Tamang,comment
Nakkali  haru ko chartikala....,goma tamang,yt:Goma Tamang,comment
Che hau k vako,goma tamang,yt:Goma Tamang,comment
Xixixi k dekhanu parxa yo.,goma tamang,yt:Goma Tamang,comment
यस्ताे पनि हुदाे रैछ जिन्दगिमा कहिले काहीँ के देख्न पराे,goma tamang,yt:Goma Tamang,comment
बधाई छ हजुरहरुलाई ।,goma tamang,yt:Goma Tamang,comment
बिहे गरेको नाटक गरि कति साउदी दुबई तिर केटी बेच्ने कामत भको छैन खासै गतिलो चाई हैन है येओ दुबै जना हरु,goma tamang,yt:Goma Tamang,comment
Thukka sudeharu,goma tamang,yt:Goma Tamang,comment
Yini haru ko YouTube video haray chora chori haru ko man kastovayohola thukka juni kita single vako varkarko taruni vako vayata,goma tamang,yt:Goma Tamang,comment
be happy both of you !!,goma tamang,yt:Goma Tamang,comment
❤️❤️❤️🙏🙏🌹🌹कति राम्रो जाेडी हजुर  लाई दुई जान सङग भेट्छु नि दिदी,goma tamang,yt:Goma Tamang,comment
धेरै धेरै शुभकामना कनपरो दाम्पत्य जिबन सुखमयहोस 👏👏👏🙏,goma tamang,yt:Goma Tamang,comment
2 jana budi vayo tehi vayar bihegareko ab aru ...,goma tamang,yt:Goma Tamang,comment
Aaa didi haru k  garnu vyako tar kti kti la biwoha garrni vnyar kha la khayko xa  didi haru xiiii xiiii yo natak kti ryyy fayrii budo rya budi rya aa hahahhaha,goma tamang,yt:Goma Tamang,comment
dhuka,goma tamang,yt:Goma Tamang,comment
केनाटकहाेयाे,goma tamang,yt:Goma Tamang,comment
Raati sangai sutdha k majaa!,goma tamang,yt:Goma Tamang,comment
माया त❤❤❤❤❤❤माया हाे,goma tamang,yt:Goma Tamang,comment
"बेहुलि  त राम्रो लागयो
बेहुला ले माया गरेर  राख्नु सक्नु पर्यो।सुखमये होस जीवन।",goma tamang,yt:Goma Tamang,comment
Yesto achaamma k hola ma chai sidhai kura garxu malai je sukai  garnu rw vannu  chahe karbahi garnu moh sidha vanxu k achaamma nepalma keta napayera keti keti bivaha garna thale aba kinaki keti matra jyada vaye.. yo chai moh ke vanxu vane keta payena vane kathko ling banayera rakhe hunxa xixixixi thu ke vaka yo nepalma,goma tamang,yt:Goma Tamang,comment
होइन सरिन भैसि हो कि गोरु हौ अणा😂😂😂😅😅😅😅,goma tamang,yt:Goma Tamang,comment
Lala k vanu,goma tamang,yt:Goma Tamang,comment
"Xora manxey man naparney re?? Ani kina xora manxey ko get up garnu paryo ta,kt kai get up garnu launu ni,waiyat kura garxa, buda vanxa re🤪🤪kt lai ni kai buda vanxa ra??",goma tamang,yt:Goma Tamang,comment
Sansar ma  sabai bhanda thulo khura khusi  ho dadai khusi ko sath jindaki  bitos,goma tamang,yt:Goma Tamang,comment
perfect jodi,goma tamang,yt:Goma Tamang,comment
👩‍❤️‍💋‍👩👩‍❤️‍💋‍👩👩‍❤️‍💋‍👩👩‍❤️‍💋‍👩,goma tamang,yt:Goma Tamang,comment
"दुर्गा तामांग ज्यूलाई मेरो प्रश्न यो छ कि,एउटा स्त्रिले अर्को स्त्रिको शारिरिक सम्बन्धको आवश्यकत्ता कसरी पुरा गर्नु हुन्छ ? यो कुरा नेपाली जनतालाई प्रष्ट पारी दिनु होला ???",goma tamang,yt:Goma Tamang,comment
Your parents have great thoughts 💭,goma tamang,yt:Goma Tamang,comment
Haa haa haa haa haa,goma tamang,yt:Goma Tamang,comment
अब यो दुइ जाना को बुढो बुढो ले पनि बिबाहा गर्नु परो अनि राम्रो र खुशि हुन्छ होला,goma tamang,yt:Goma Tamang,comment
Xi xi xi ghen lagyo,goma tamang,yt:Goma Tamang,comment
Khai k bhannu ra? Chahana pani kasto-kasto? Akhir maya ta bihe nai nagari pani ta huna sakxa ni. Yo umerma ayera k k garnu hunchha khai didihar?😊 keti-keti bihe garna man parauneharu tara looks chai ketako jasto bhayeko dekhda kina hola yesto jasto lagxa.,goma tamang,yt:Goma Tamang,comment
गत्तिलै गरेछ!!!,goma tamang,yt:Goma Tamang,comment
आफ्नो ईच्छा हो दुईदिन बाचुन जेल आफु खुसि भयर बाच्नु परो,goma tamang,yt:Goma Tamang,comment
हजुर हरु को जिन्दगी राम्रो होस,goma tamang,yt:Goma Tamang,comment
अनावश्यक बिबाद मा तानिरहनु हुने शरिन र उहाको उसल जिवन सडगीनी लाई वैवाहीक जिवनको शुभकामना,goma tamang,yt:Goma Tamang,comment
हैन कस्तो अचम्म दुईटै महिला छन् के बेहे होकि साथी बनाएको हो,goma tamang,yt:Goma Tamang,comment
Rama  Thapa🌹🌹🌹👏🏻💓💓💓💓👏🏻💗💗👍🌹👏🏻🌹🌹👍💍🌹,goma tamang,yt:Goma Tamang,comment
Sarin jee hujur t mero favrite   hunuhuntheyio tra tapai ko afnu life ho interfere t garnu ramro hoina tra kati  kati beh garnu  vayere ramro lagana  may be my suggestion is worng,goma tamang,yt:Goma Tamang,comment
बच्चा को आमा कोहि सग अगालो हालेको बै थियन रे😂😂,goma tamang,yt:Goma Tamang,comment
Thuya nakachari ho kati samko natak gareka,goma tamang,yt:Goma Tamang,comment
यी 2 जनाको  बुढा  पनि  देखाउनु,goma tamang,yt:Goma Tamang,comment
Xakka xakka panja garikhau,goma tamang,yt:Goma Tamang,comment
Ramro jodi,goma tamang,yt:Goma Tamang,comment
सधै यसरीनै खुसी भैरहनुहोला  सधै यसरिनै एकअर्कालाई माया गर्नुहोला यो जोडीलाई कसैको आखा नलागोस ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,goma tamang,yt:Goma Tamang,comment
Nataki.haru,goma tamang,yt:Goma Tamang,comment
Laj Saram na vako lodare haru,goma tamang,yt:Goma Tamang,comment
होइन दाइ त केटीले जस्तो के हो फेरि बिहे गरेको 🤔🤔🤔🤔खास केटा कि केटि,goma tamang,yt:Goma Tamang,comment
🥰,goma tamang,yt:Goma Tamang,comment
Good jodi,goma tamang,yt:Goma Tamang,comment
God bless you both,goma tamang,yt:Goma Tamang,comment
God bless you both of you,goma tamang,yt:Goma Tamang,comment
4 vai xora janminu Lu badai xa,goma tamang,yt:Goma Tamang,comment
आश्चर्यको कुरा यौन प्यास कसरी मेट्नु हौ?,goma tamang,yt:Goma Tamang,comment
Kukurni huna bacha huda ni biha mahila mahila  biha garko,goma tamang,yt:Goma Tamang,comment
"Nachaahi laado jasto,,,",goma tamang,yt:Goma Tamang,comment
