text,candidate
"<a href=""https://www.youtube.com/watch?v=fjkMTREcjCQ&amp;t=219"">3:39</a> that statement he agreed. The law states that they have to use necessary force (Guns) in that case. KP Oli didn&#39;t learn lesson from RaPraPa protest few months earlier so he kept that law of using force the same as it is. It was not revised and looked after. So the both Prime Minister and the Home minister are accountable.....aba tyo law malai thaha thiyena bhannu paudaina...afulai status lekhe pachi !!",KP Oli
Kp bye bye,KP Oli
Aaba oli lai jail halnai parxa,KP Oli
Tyo vidma ani bhatbhaenima arajak ta bhayekai ho singhadurbar jalaywra deshlai ta nangai banaune Jo bhaye ni tyaslai paap lagera kuhiyera bachnuparos😢,KP Oli
"How KP Oli Govt M*rdered 19 Children That Day? <a href=""https://www.youtube.com/watch?v=8MSs6d_4rh4"">https://youtu.be/8MSs6d_4rh4</a>",KP Oli
Wake up Nepali peoples you  and your family could be the next victims so please wake up  in time,KP Oli
Yasto video nai khojeko ho maile make it more viral best one good job,KP Oli
Share this video as much as you can,KP Oli
"&quot;Genz - terrorist&quot; - Kp Oli, Mahesh Basnet<br>Never forgive",KP Oli
Boost,KP Oli
Ko chro MC,KP Oli
"Yeto vandaema kasle manne tetikherko unko ahankar yerda thok 3, 4 janalae thoke paxi vagihalxan ni vanne socheko hunu parx",KP Oli
Rip Kpoli,KP Oli
Aafu sarkarma huda taukama goli handa kehi paxuto namanne aj bahir deshko aatankarilae mare jasto thanne ani ewako paxma yeuta statat lekhnedaema usle aago lagako hune yestalae kasaele vot dinu hudaena,KP Oli
Yeslai tadpai tadpai marnu parcha 👍,KP Oli
Respect,KP Oli
Everyone comment and like this video so that the algorithm will push this video to Jhapa-5 residents and voters.,KP Oli
Video sabbai samu pugnu paryo,KP Oli
....,KP Oli
...,KP Oli
Wow finally ❤<br>Yo video ko clip facebook ma aaunu paryo please <br>Sabbai jhapa 5 ko voters samma yo video pugnu paryo,KP Oli
Respect your Ability love you Daju❤,KP Oli
Last minutes of the video was so lit 🔥 so powerful ❤. I hope you makes these kind of video without any fear and heritage,KP Oli
"We should comment this on every OLI , Mahesh, and every Jholey post.",KP Oli
"Thank you so much for the video brother, aba yo video lai ghar ghar ma pauryaune kaam hamro..",KP Oli
"Unfortunately, yo video jo sanga pugnu parne, tyo janta samma pugdai ppugdaina. Manxe haru purai kura nabujhi kana tyo din goli chalaaeko legal thiyo vandai xan. You have done a great job creating this video. Plz expose them more. I wish this video was viral in fb, tiktok, all over social media.",KP Oli
म त्यो दिन समुद्रपारि कति रोएको थिए। अझै आत्मा रोएको छ। अब यो जनमत संग्रहमा जनताले मान्छे चिन्न जरुरी छ,KP Oli
"Yo Budo le ek dujana lai lada na marde bhanne thado aadesh diye ko prastha hunxa yo vdo bata mero shatta jasri pani jogauna chanthe , swaisfurta sinhadarbar gate bhanda tadha raheko balak lai takera tauko ma haanne lai yo desh ma basna pani layak xaina.",KP Oli
Jhapa ma basne janata sabailey yo video herna jaruri cha . Yo video herera pani feri yemalelainai vote halnu bhaneko aafu pani hatyaralai Saat deko bhanne bujincha yani hatyaranai ho.,KP Oli
"I rarely comment, but I’m leaving this comment as an endorsement for this video💙",KP Oli
.,KP Oli
.,KP Oli
Khatra explanation. Respect 🫡🫡,KP Oli
Jay balen,KP Oli
Jay balen,KP Oli
"Big respect EON , make this content viral",KP Oli
Ati vayera pani ajhai Nepali Janta party ko paxi lagxa..sarai Mann dukhera aauxa,KP Oli
मान्छे मारेर 14 वर्ष जेल बसेको हत्यारा हो यो नेपालको सबैभन्दा ठूलो र पुरानो अपराधी हो।,KP Oli
Tara pani Veda Nepali ajhai sudriyako xoinan ajhai Tei KP kai Jay jaykar Garera Hidexan 😢,KP Oli
Rip KP oli,KP Oli
Kp ba I love you 😗❣️,KP Oli
Boost up guys salute to the Eon🫡❤️,KP Oli
Kp murderer oli,KP Oli
केपी ओलीले सबै झुट बोलेका छन्। सारा नेपालीलाई भ्रममा राखेर सबै झुट बोलेका हुन्। सबैजना सचेत बनौँ। सबैजनाले अहिले भोट परिवर्तन गर्ने बेला आएको छ।,KP Oli
Kp oli hatyara,KP Oli
Khoi ajhai ni murkha haru kp bhanxan. Khoi ini haru lai laj ni xaina ajhai ni .... xi kp baru rajinama diyeko bhaye sahnubhuti tw pahune thiyo ki?,KP Oli
Brp very very misleading yaar. Atti propogandish,KP Oli
केपी ओली लाई मारेर जेन्जी ले जबसम्म बदला लिदैन तब सम्म आरामदायी आरामीको स्वास फेरिन्न ?,KP Oli
Kp mareko din party garnu parxa,KP Oli
Boost .!!!!!!. We want this video to be spread everywhere and have to reach everyone’s phones,KP Oli
Ek bottle rakshi ma bikney haru lai esko k matlab?,KP Oli
😢,KP Oli
Jawaab dine ta Haisiyat nai na vayeko abastha...😡😡,KP Oli
Subscribed Brother 👍,KP Oli
पुराना दललाई भोट किन?<br>1. एक एक वर्षमा सरकार बनाउन!<br>2. संसदमा कुर्सी हानाहान गर्न!<br>3. सत्ताको लागि जस्तो पनि गठबन्धन गर्न!<br>4. एउटा सरकारले बजेट बनाउने अर्को सरकारले कार्यान्वयन    गर्न!<br>5. 9/10 महिना सम्म निरन्तर संसद अवरोध गर्न!<br>6. सत्ता र शक्तिको चरम दुरुपयोग गर्दै जथाभावी राजनैतिक नियुक्ति गर्न!<br>7.बिधिको शासनको धज्जी उडाउन!<br>8. कार्यकर्ता पोस्न!<br>9.नेताको प्रभाव क्षेत्रको आधारमा बजेटको असमानुपातिक बितरण गर्न। <br>10. भ्रष्ट र अपराधीहरुलाई राजनैतिक दलको आस्थाका आधारमा संरक्षण गर्न<br>11.देशैभरी भ्रष्टाचारको जालो फैलाएर देश लुट्न!<br>12. .............. थप्दै जाँउ!,KP Oli
Guys the video is shadow banned. I can’t see it in my other account. Wow,KP Oli
"ओहो! क्या गज्जबले तपाईंले ओलिले छरेको भ्रम चिरिदिनु भएकोमा धन्यवाद !🙏ओलि सारै दम्भ,घमण्ड ,क्रुर दानव प्रबिर्ती का रहेछन् ,केही गरि ओलि फेरि जितेर सत्तामा गएभने छानीछानी मान्छे मार्न बेर लाउदैनन,जेलमा कोच्ने छन।त्यसैले यो पटक नो भोट  ओलि,नो भोट एमाले ।",KP Oli
😞😞,KP Oli
ओलि र एमाले दुबै देश का शत्रु र देश बेच्ने दलाल हुन यही चुनाव बाट यिनलाई सक्काउने प्रण गरौं,KP Oli
Dai yo video ko link uskai post ma paste handinu na herera k tha buddhi palauxa ki,KP Oli
"Please harka suppoters vote Balen, for the country, cuz samir won&#39;t win ever just cut votes",KP Oli
bichara tyo vai 😔RIP,KP Oli
Kina yo budo lai tapai bhandai sambodan dai you muge ole lai don&#39;t respect,KP Oli
"Say what u want, oli is responsible for everything. That SOAB.",KP Oli
Video boost hanna help. Oli chor,KP Oli
"ओली महामुर्ख रहेछ । एन कानुन केही नहेरी प्याच्च &quot;मैले गोली हान्ने आदेश दिएको थिएन&quot; भन्ने । <br>स्थानीय प्रशासन एन 2020 ले स्वत्स्फुर्त , भिड अनियंत्रितभै उचसृखल भयो भने प्रहरीले CDO को आदेशमा गोली चलाउन सक्ने छ । उल्लेख छ । हो 2082 भाद्र २३/२४ मा प्रहरीले अनियंत्रित रूपमा गोली प्रहार गरेकै हो । त्यसमा सम्बन्धित प्रहरी कमाण्ड जिम्मेवार छ । भिड नियन्त्रण गर्दा <br>1/2 जना गोली लागी ढलेको खण्डमा cease fire/फायरिङ बन्द हुनुपर्छ ।<br>कतै न माओवादी माथी फायरिङ गरे जस्तो गोली प्रहार गर्ने हैन प्रहरीमै तालिम दिइन्छ &quot;minimum force maximum effects .",KP Oli
"He is a creep and an old virus for all Nepalis. This old arrogant and selfish, greedy KP Oli should be in jail or hell by now.",KP Oli
.,KP Oli
😭😭😭jAnta le Nya dinu porxa yo vrasta cahi jyan mara lai pata sab garum,KP Oli
यो ज्यानमाराले केहि पनि स्विकार गर्दैन …….<br>अव यसलाई पुरै देशले अस्विकार गर्नु पर्छ ….<br>तर झापा क्षे नं ५ का जनताले के गर्छन ….???…<br><br>ति जिउंदा लास र दास हुन कि होईनन अव हेर्न बांकी छ …???,KP Oli
